epoch,lr,train_loss_total,train_loss_main,train_loss_aux,val_loss_total,val_loss_main,val_loss_aux,train_main_f1_macro,train_main_f1_micro,val_main_f1_macro,val_main_f1_micro,val_main_auroc_macro,val_main_auprc_macro,elapsed_sec,train_aux_f1_macro,val_aux_f1_macro,val_aux_f1_micro,val_aux_auroc_macro
14,0.0009938503261272714,0.607042512533436,0.5364028651625747,0.5721227578551258,0.6386298684980464,0.5499884464657927,0.5909427862035058,0.7312572512131226,0.8006627937154379,0.723628492511958,0.7961472811509388,0.906435057748577,0.8267797260993788,21.263234615325928,0.7297088536806529,0.7167918644056841,0.8315591734502191,0.8099577670583636
15,0.0009755527298894294,0.6157435794353263,0.5459766132676285,0.5745514982431946,0.5996047852338958,0.516077786565911,0.5568466284914877,0.723199682829314,0.7936715377608807,0.7539128148697004,0.8193691473632331,0.9070252902233686,0.8264086570383207,20.219062566757202,0.727643549517721,0.741717800717301,0.8371579876434245,0.8073028498315807
16,0.0009455577588320898,0.590780350657175,0.5240317813330558,0.5590905804999524,0.665282939385912,0.5801260701757845,0.5677124235660053,0.7383909643855094,0.8066637263942905,0.7375067456041307,0.8141547535098403,0.9049368367075129,0.820486872697213,20.725727081298828,0.7406916599189718,0.7303873432445963,0.835277079045659,0.8077824968542228
17,0.0009046039886902864,0.5803953719587547,0.514974064994114,0.5575032921642014,0.6210060193005573,0.5366797047246167,0.5621754026032183,0.7399026624264756,0.8081676949976888,0.7580238651023102,0.8294889190411578,0.9070042629126274,0.8306186095035425,21.21181631088257,0.7390383622741474,0.7387844186445619,0.8399693721286371,0.8123469497737333
18,0.0008536998372026805,0.5744198228455657,0.5109532771780612,0.5504178357368936,0.5949587935360753,0.5122877306720265,0.5511403777613788,0.7431054946438944,0.8110528438886648,0.7448217352705285,0.8136877555929757,0.9114345677881698,0.8298361607098526,21.24435806274414,0.7448366657036344,0.746925590892058,0.8498873027798648,0.8214845654253654
19,0.0007940987335200904,0.5673462697660202,0.5053002230490642,0.5477939210745255,0.6217593803748186,0.5398889465831215,0.5458028608267333,0.744760287524761,0.8122964333105472,0.7535749291001115,0.8253378594760776,0.9107096764168017,0.8268478627573923,21.177266836166382,0.7498567483974865,0.750142592068242,0.8471882640586798,0.8258527047489063
20,0.0007272682546199037,0.5612266956786985,0.5005215873674529,0.5457890568431087,0.6012965624469732,0.5169959084835885,0.562004349800945,0.7458797574133126,0.813639840573292,0.743226779925198,0.8127654410872467,0.913193128930238,0.8310720933996223,21.320152759552002,0.7469268454390018,0.7256904644367581,0.8409448818897638,0.8231262539084976
21,0.0006548539886902864,0.5500254913175456,0.49107331222830375,0.5399358113186737,0.6061135525468847,0.5215210882370553,0.5639497304843784,0.7495674954026165,0.816078739839858,0.7642205232161997,0.8314352230541748,0.9139826292182451,0.8343481324829002,20.709649324417114,0.7521595757986855,0.7311747657735346,0.8470790378006873,0.823919317093211
22,0.0005786390152875954,0.5491825082328778,0.4914362642705005,0.5389649261078122,0.6249143438034609,0.5421233147167331,0.551940162168235,0.750318695170163,0.8166311300639659,0.7682158119890117,0.8392985201121325,0.9149894231270688,0.8351248504857332,21.19310688972473,0.7554379895620569,0.753916332716476,0.851004851004851,0.8220891380489558
23,0.0005005000000000001,0.5370874260736813,0.4810107377126579,0.5335451976036962,0.6093101989808798,0.5249531110646591,0.5623805554048196,0.7553554416998967,0.8211040665509025,0.7652861882620836,0.8329035909691215,0.9147957032088891,0.8355054751041784,21.11588191986084,0.7575903380608846,0.7351286729913586,0.846045197740113,0.8253892257420833
24,0.00042236098471240487,0.5265600026700835,0.4720767406214271,0.5286494884949792,0.6008629498989828,0.5203218863376734,0.5369403684895254,0.759166188008855,0.8236102410734132,0.7615784453375201,0.8307094022454996,0.9163368101921749,0.835583306921856,21.14611792564392,0.7610282314920079,0.7597274598838512,0.8535976394037982,0.8307326886531317
25,0.0003461460113097139,0.5195499557498526,0.46658642933562516,0.5242853943665625,0.5937144197375938,0.5116143161446155,0.547333997372676,0.7630922494060388,0.8267679932089658,0.7680490019369094,0.8329177057356608,0.9172155868328231,0.8376953307309574,21.029553174972534,0.7627523851484558,0.7431334576863025,0.848531684698609,0.8285444967062886
26,0.00027373174538009644,0.5100108732355154,0.45825574280554854,0.5228868708832164,0.5837738807453201,0.503431364105253,0.5356167725581171,0.765814643980132,0.8285523412352976,0.7681440285289051,0.8334366860969862,0.916673384483051,0.8387438204608586,20.782890796661377,0.7654919893090467,0.7555690041457375,0.853030303030303,0.8278276530938246
27,0.00020690126647990973,0.5056846963845978,0.45544223816069035,0.5182906250393671,0.6116269307971474,0.5301097007474858,0.5434481803215754,0.7647131045116169,0.8278522947640594,0.7690634319469228,0.8383395642645353,0.9190775847473024,0.839951351564873,21.225339889526367,0.7663674810505777,0.7490214324455277,0.8505299251870324,0.8312730663701912
28,0.00014730016279731955,0.4970217643268887,0.448226963572196,0.514181777865005,0.5717861748820113,0.49167719524371983,0.5340598502006807,0.7707151366746002,0.8324107305797189,0.7683684088959671,0.8337135458412972,0.9209134414725304,0.8451872276783895,21.07398271560669,0.7697319952010849,0.7611611749452535,0.8572738386308069,0.83348233351828
29,9.639601130971382e-05,0.4901446852142177,0.4425609611008376,0.5124401027004029,0.5799847483551566,0.49775998854753883,0.5481650541645299,0.7743636458505121,0.8353335363996345,0.770642416316084,0.8357377252182527,0.9200234077015997,0.8433788937969086,21.219162940979004,0.7685958849929252,0.749583118242533,0.8548073180225769,0.8317960123322322
30,5.544224116791029e-05,0.4892320278994351,0.4427344291665664,0.5119960482589716,0.5953151249446411,0.5141068072718156,0.5413887583381175,0.7676019316228936,0.8300245640881085,0.7735603360693818,0.8395357638450864,0.9192000361427771,0.8421172503824383,20.976940393447876,0.7721020875090762,0.7549606711011471,0.8551014136447449,0.8326416432248268
31,2.5447270110570814e-05,0.4822045734487202,0.4366677804736685,0.5129432109601942,0.5877640278196524,0.5073339051092997,0.5362007944914365,0.776075189419813,0.8369809943003185,0.7701168481628645,0.83589329021827,0.9185289839288359,0.8411689854316,21.130996704101562,0.7720700145800099,0.7573040738703686,0.8552379492681431,0.8319147236700687
32,7.149673872728739e-06,0.48190764500270933,0.4378373847952086,0.5081041605276507,0.5923910334577759,0.510979650056176,0.542742534176012,0.7735020995336251,0.8344491414008617,0.77602260032698,0.8406143774392547,0.9194414200837313,0.8426228011702974,20.827632427215576,0.7748013754921237,0.7518370506525484,0.8549299047323987,0.8323237292959922
33,0.001,0.4740706532753479,0.43099676135834203,0.5085833005719472,0.58318639307429,0.5014504585879809,0.544906205089672,0.777587612757287,0.8376678703290461,0.7743668547108966,0.8388067184758085,0.920146395187398,0.8449554253887541,21.109923362731934,0.7744966581520059,0.7506396996447716,0.8541147132169576,0.8322222767180962
34,0.0009984602081996976,0.5250244041669986,0.4812515033972165,0.5295980578908352,0.5889723887669231,0.508789227653089,0.5345543880831197,0.7545151597309342,0.8201352003862868,0.7534442258415573,0.821239583966912,0.9133011928368132,0.8328515037069291,21.104910612106323,0.7605020086960774,0.7571877422729739,0.8517507958162801,0.8278543668402639
35,0.0009938503261272714,0.5178576908992902,0.4754848450876294,0.5256378463781142,0.5903411325276606,0.5107053232709965,0.5309054008325682,0.756689807458024,0.8217710095882684,0.7631715968378974,0.8289230769230769,0.916886537428623,0.8368019528952532,21.259958267211914,0.7618971293517672,0.7585298521140991,0.8519107075293227,0.8346224597767197
36,0.0009861987752386395,0.5122576620184799,0.47089142563479064,0.5264793517484684,0.6320025712133538,0.5493735972471409,0.5508598160927155,0.7579278825915513,0.8228173885068565,0.7537848193241995,0.827455681029588,0.9077901560757861,0.8192434236074041,21.360594749450684,0.7616401489275259,0.7519952624469788,0.8505272810637322,0.8236983010906966
37,0.0009755527298894294,0.5177282835079652,0.4768188906905626,0.534549395218619,0.5946174368599295,0.5131053258055822,0.5434140304664155,0.7560268119069038,0.8208267058610345,0.7593057255237075,0.82606030889924,0.9161583049118625,0.8356805512798507,20.920159101486206,0.7563436601683748,0.7498806327207651,0.8534614211649894,0.827698535593575
38,0.0009619778264893878,0.503574021993335,0.4647982723509452,0.5205511719928861,0.5936307389993549,0.5115767835347795,0.5470263399939405,0.761416918181931,0.8258431499112474,0.7608526355450513,0.8274575638873345,0.9175151445996285,0.837787647654044,20.578476667404175,0.7677988440640124,0.7564374104169805,0.8539689886600323,0.8348498854147981
