epoch,lr,train_loss_total,train_loss_main,train_loss_aux,val_loss_total,val_loss_main,val_loss_aux,train_main_f1_macro,train_main_f1_micro,val_main_f1_macro,val_main_f1_micro,val_main_auroc_macro,val_main_auprc_macro,elapsed_sec,train_aux_f1_macro,val_aux_f1_macro,val_aux_f1_micro,val_aux_auroc_macro
11,0.001,0.7063923572414686,0.5603995985583147,0.48664251034028916,0.7281716855163808,0.5821106593668138,0.4868700610664706,0.6923857478842177,0.7262050645195779,0.7192525447236423,0.75010021646757,0.908424861012126,0.7973618446145424,17.075356245040894,0.7798858418034879,0.7739332997159245,0.7753041959949801,0.8690916830090663
12,0.001,0.696730372541859,0.5532355104228711,0.47831618761074196,0.7098004808612165,0.566267504174248,0.4784432422910001,0.6987391982345013,0.7325282906737761,0.7195496775300294,0.7511816878219767,0.9105244641496443,0.8025558175832241,12.957355737686157,0.7863684749951177,0.7747453997613536,0.7766979599702668,0.8735457179016253
13,0.001,0.6928470090466902,0.550614336759071,0.47410888945309104,0.6796695095706018,0.5378771233029418,0.47264127125318534,0.698882998840815,0.7325586190401571,0.7224092337329253,0.7521501992867632,0.9130556309024025,0.8076861613335844,12.61965560913086,0.7862218988017394,0.7930508265535848,0.7938498360996931,0.8770945152348605
14,0.001,0.6877598789836913,0.5462343420950937,0.47175176783228284,0.687911544867951,0.5469317449262183,0.4699326428359832,0.7029910103590289,0.7363844507079507,0.7210180259560021,0.7512703448631639,0.9128580869525156,0.8089784970806215,12.729376316070557,0.7899966682526124,0.7875331047514241,0.7887110726643599,0.8806214960694096
15,0.001,0.6816322423741578,0.5408305252922352,0.4693390419768808,0.7835366208559486,0.6286869533333707,0.5161655387118037,0.7038464652940248,0.7377800575834795,0.7174972623324839,0.7475300363994636,0.9113979378521805,0.8040905062131627,12.789528369903564,0.7897262234421678,0.7478210082699569,0.7529961000882461,0.8728567374808788
16,0.001,0.6769074204015496,0.5375884226622101,0.46439663392890995,0.7557282075385261,0.6088670233958693,0.4895372581122875,0.7064641786474197,0.7401142554792199,0.7232548975435348,0.752893948142649,0.910862550886721,0.8049765356410576,12.733662366867065,0.7934679026697372,0.7725509388746284,0.774602824360106,0.8744255237411243
17,0.001,0.6719167322857976,0.5331432658286301,0.4625782023513943,0.7339493417208761,0.5904395174106829,0.4783660557346911,0.7100590258703469,0.7430786818430339,0.7280833931527388,0.7585118617775282,0.9144383779440795,0.8095472909537016,12.844316959381104,0.7932103345995533,0.7837545139347313,0.7850701539299823,0.8809562251463596
18,0.001,0.6715639803448794,0.533702071738881,0.4595396776117538,0.7329702061647078,0.5925687017118392,0.46800499152123615,0.7081094179772893,0.741872222819836,0.7320937824845014,0.7643201647428602,0.9139273471827384,0.8102395695856484,12.777424812316895,0.7955776849029608,0.786117989530689,0.787291597659269,0.8817431600744151
19,0.0005,0.6671415520729407,0.5293321285949485,0.4593647276012496,0.7185589844072106,0.5791461249175414,0.46470951734781174,0.7097834525756402,0.7436084370288139,0.7237796090512567,0.755799106192807,0.914058201668466,0.8109416791146471,13.017150402069092,0.7958897963686601,0.7967162435550234,0.7975029884446806,0.883022819934958
20,0.0005,0.6487939483672556,0.5144111882671065,0.44794251553408565,0.6831224513657935,0.5473266402565551,0.45265268878811843,0.7187992453547459,0.7515282392026578,0.7313799229478758,0.7606204360108736,0.9182101760119734,0.8179988270369514,13.101129055023193,0.8035775340122444,0.795411888564522,0.7968707109525117,0.8874933558118842
21,0.0005,0.6460570385320848,0.5122320108647008,0.44608340475916436,0.7260425572713615,0.5856101268580852,0.4681080787992915,0.719522839224551,0.7522796858359957,0.7211112876718951,0.7538518952924241,0.9183696910383665,0.8144011079464434,12.712137222290039,0.8033094719831934,0.7847053903294939,0.786783457146025,0.8860302495188743
22,0.0005,0.6399962031388309,0.5075664360991656,0.4414325386154068,0.6796637919474812,0.5420376050611582,0.4587539463372724,0.7241607409022466,0.7565761517118408,0.7333962616044486,0.7618720071959576,0.9192588175768662,0.8204098129508368,12.818844079971313,0.8056870458804779,0.7923914287873407,0.7941241076331685,0.884468289450809
23,0.0005,0.6421714269789746,0.5091468134233526,0.443415360231087,0.7015461672782075,0.5615327252725665,0.46671145655555496,0.7216485847080616,0.7544138844682925,0.7300681547727889,0.763173163141516,0.9187519082808983,0.8180930599754049,12.764477014541626,0.8045691631573412,0.7821870734520447,0.784970549646875,0.8867684569140358
24,0.0005,0.6369836954096719,0.5046397841370452,0.44114635370027017,0.7360233372637353,0.5939686570469375,0.47351557625556556,0.7255893659699868,0.7580313340718469,0.7283475012468555,0.7567233550952419,0.9175124510179902,0.8149741389702847,13.647578239440918,0.8048457777026633,0.7851348891821744,0.7869851729818781,0.8869556513632432
25,0.00025,0.633301125633258,0.5014328631217105,0.43956085743304685,0.7113983127423591,0.5721589235551068,0.46413128366563094,0.7250679076273456,0.7577254432358713,0.7355758505907652,0.7635140589264092,0.919805688127043,0.8198235380790129,13.101823568344116,0.808012445625554,0.7885774024772144,0.7903829622029339,0.8863083941577582
26,0.00025,0.6229199565365061,0.4927445253705426,0.4339180861953699,0.7054544646783533,0.5672623757867591,0.46064026799984786,0.7303607968343112,0.7619777437195975,0.7443974512509077,0.772806946579295,0.9206598845093016,0.8216940097481252,12.806360006332397,0.8103030252797438,0.7918398166513857,0.7930873679879303,0.8860340935124477
27,0.00025,0.621752865113905,0.49174887807010287,0.43334660681849224,0.7047191396190827,0.5654565190341353,0.46420871836501987,0.7303973743861722,0.7622627043784063,0.7400034464319635,0.7687180865358775,0.9206498716603226,0.8219394136867825,13.691415309906006,0.8104952325392228,0.79121893329832,0.7929159802306425,0.8867771633432845
28,0.00025,0.622486743249979,0.49296487055144306,0.43173955697301775,0.7026038187252736,0.5639167122115658,0.46229033804807546,0.7301326108169366,0.7617544387098929,0.736507446670288,0.7657604623782511,0.9204914171405282,0.8219838994473617,13.639036655426025,0.8106292840767901,0.7913438641962381,0.7930751109406673,0.8857222735997392
29,0.00025,0.6197886530233635,0.4902073953446554,0.4319375056786381,0.6960758137248508,0.5604259371897764,0.45216623408924,0.7313314086868057,0.7632037773940319,0.7377312658657779,0.7684955279668936,0.9206611429631693,0.8215687415102426,13.06336784362793,0.8120408028582893,0.7980721796344611,0.7996835529366834,0.8878726694738335
30,0.00025,0.6207237785657288,0.49133876202532883,0.4312833698634033,0.7110081957091405,0.5719054247156874,0.46367587758677736,0.7303660437023934,0.7624804081768767,0.7329063409193863,0.7635073870606433,0.9202191399316719,0.8210281252224755,12.989466190338135,0.8118391642919153,0.7909444446034368,0.7931309684343781,0.8893498731414701
31,0.000125,0.617017620770595,0.48791956083991356,0.4303268509219888,0.709453526398969,0.5726714791648668,0.4559401426187019,0.7310956279689698,0.7629194015926432,0.7407831871516323,0.769808669333045,0.9212612658283185,0.8232991182431049,12.720015525817871,0.8114711558649926,0.8013372573711156,0.8023083353558235,0.8852983899780748
32,0.000125,0.6119436224374397,0.4835747489261685,0.4278962276804855,0.6957441429332972,0.5603514175217182,0.4513090708478496,0.7364408135004925,0.7675437862794627,0.7387482074877901,0.7694789482174544,0.9218654108434304,0.8237248202755483,13.602068424224854,0.8146772694600178,0.7979604002309265,0.7994621590472532,0.8885573116963462
