class,support,predicted_positive,precision,recall,f1,auroc,auprc
CD,558,472,0.9470338983050848,0.8010752688172043,0.8679611650485437,0.9371702968477161,0.9613696937825074
HYP,0,81,0.0,0.0,0.0,,
MI,0,76,0.0,0.0,0.0,,
NORM,184,295,0.5288135593220339,0.8478260869565217,0.651356993736952,0.9268011609378557,0.7872010966504697
STTC,219,242,0.4834710743801653,0.5342465753424658,0.5075921908893709,0.7791683108781029,0.44171093864354677
